quality3	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	448.19669	624.01746	198.39842	282.44324	374.98947
2	2219.2842	2304.051	3516.2095	2779.5854	2848.5823
3	5913.8037	3292.3132	3434.167	3284.104	3578.6936
4	4012.4729	3411.084	4226.2012	2197.491	3116.7327
All	3185.843	2528.1499	3141.1494	2494.0454	2763.3191
