quality3	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	1698.1945	1566.7094	1747.3341	2074.9878	1746.9189
2	5334.5703	9286.5879	8833.4238	8141.3413	8469.4512
3	10636.112	9044.6025	11889.657	10739.283	10879.117
4	16547.432	6567.7939	12035.02	16743.375	15195.516
All	5460.1772	6721.5708	9228.1299	12483.242	10097.675
