quality5	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	1807.7609	1724.2009	1720.0516	1755.1465	1746.954
2	1242.3094	1247.8007	1376.9835	1129.6094	1259.2543
3	1172.6952	1102.6285	1142.3213	1118.5858	1126.4053
4	758.36389	1418.9691	1348.3279	1075.848	1174.4296
All	1425.1891	1322.1573	1374.0374	1148.9744	1285.4073
