quality2	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	394.68198	855.81384	1898.168	2401.4468	1460.384
2	2403.4172	4196.1694	7338.1035	8477.8486	6766.6401
3	1494.6864	4571.2368	7960.436	9538.7549	7362.3784
4	2028.1536	6189.5493	8497.4004	26160.846	15782.743
All	1208.0703	3596.8787	6663.2676	13470.064	8047.0698
