quality4	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	.59906638	0	.22598395	.20421824	.20770729
2	.58097851	.58079129	.72830468	.58545965	.63675624
3	.7319597	.55431664	.60438621	.59614611	.60125852
4	1	.72534442	.6295591	.51521307	.55633116
All	.68909764	.54542547	.62286836	.5484733	.57539719
