quality6	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	0	0	5000	0	2475.2981
2	6714.2178	16911.066	15352.29	14532.16	14170.798
3	21386.979	11847.56	16649.076	0	12981.778
4	15465.026	17370.359	59824.746	14620.394	30981.686
All	14476.005	14601.417	27549.113	10849.332	18528.197
