quality4	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	2200.2043	809.77875	165.13635	155.87062	668.98645
2	4126.9727	3553.3403	3239.5562	1927.9613	2809.0852
3	8423.8418	5561.374	4326.9185	4514.7759	4955.6187
4	12996.439	8445.791	6375.9321	5171.8511	6701.1567
All	7778.0747	5184.1782	4446.8096	3870.8345	4638.3545
