quality5	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	2129.3193	1167.8428	3821.4426	1317.3462	2087.3997
2	10248.032	10279.883	10681.191	6853.8901	9102.7021
3	14538.319	11330.173	9665.4922	12084.691	11426.813
4	9703.2129	8818.3076	9861.1211	7890.9395	9009.499
All	11000.609	9195.6758	9549.0811	8924.7354	9371.1465
