quality6	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	1621.3917	2050.8047	1772.5607	2053.3298	1859.0121
2	1043.4513	1545.4037	1442.5867	1216.0703	1343.2848
3	1740.0292	1167.094	1184.5519	1302.5731	1254.5162
4	1176	1363.5073	1435.2065	1418.1396	1405.6716
All	1367.4059	1548.9749	1446.4124	1337.1083	1429.7667
