quality5	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	0	0	1	0	.33291075
2	.85849178	1	.76050138	.49103209	.7067849
3	1	.82959962	.76102936	.41355494	.6736083
4	1	1	.63645035	.45145264	.700504
All	.94868124	.90708858	.72838521	.43265468	.68114197
