quality6	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	0	0	1000	0	287.27661
2	2464.76	6128.1938	4042.7012	3860.7654	4053.3533
3	1983.8729	5661.6108	5444.9063	3443.5491	4580.4087
4	3098.6113	2459.5864	5025.5176	1595.0476	3199.0684
All	2359.8528	4391.4746	4726.1235	3171.6992	3890.176
