quality4	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	.48881912	.3336415	.3374697	0	.22299434
2	.72618765	.79873919	.77659976	.51142585	.66406977
3	.75973874	.79209292	.68927485	.42261976	.59484941
4	.97744513	.74484754	.7055642	.38280639	.5876863
All	.80949658	.74137586	.70599365	.41243124	.59350699
