quality3	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	11738.079	13557.109	14238.71	11690.473	12941.707
2	10074.017	10943.187	7508.019	8593.0254	9006.7725
3	8052.5161	7087.8765	8550.2627	5891.3467	7148.4043
4	6466.4004	6759.3477	5129.1064	5508.835	5692.4961
All	9823.9189	10224.267	8959.2109	7285.4546	8700.8838
