quality1	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	3605.8584	3021.2456	4336.7559	4137.8833	3804.594
2	16318.589	9702.5986	14025.132	15081.689	13659.825
3	13770.588	14036.762	15143.698	14870.183	14711.928
4	24482.645	17589.904	22825.781	27077.262	24090.666
All	11795.722	9501.7676	13681.611	16246.488	13552.185
