quality2	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	1287.6007	1417.5587	1356.9091	1357.5009	1359.7828
2	918.22394	978.62769	1053.4929	935.75989	985.48138
3	1234.1865	1062.8619	897.67468	831.12445	902.95471
4	469.78922	955.08453	894.4303	726.16241	769.65588
All	1193.4584	1216.2719	1084.8234	874.42273	1046.8158
