quality3	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	1444.0226	1438.1456	921.35754	1707.3975	1332.4226
2	5712.4673	6556.7412	8653.8496	9761.8955	8379.9053
3	12710.493	7634.7407	10114.709	4984.2788	7733.2666
4	12734.374	8737.9795	13645.096	5109.083	8837.1318
All	9397.001	6809.1309	10020.965	5847.8765	7619.6885
