quality2	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	3424.7986	3331.7644	3370.3379	2805.9788	3283.6953
2	8444.4287	13586.783	12874.328	13512.127	12852.903
3	10299.81	11470.08	15565.405	17579.672	15947.69
4	12635.116	19282.557	22865.994	26911.969	25538.498
All	5498.5693	9236.5029	12745.876	19643.252	14496.729
