quality6	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	0	0	1	0	.49505964
2	1	1	.8744483	.69237167	.80880344
3	1	1	.8215704	0	.77584195
4	1	1	1	.62505233	.91208529
All	1	1	.89672059	.4985303	.81578183
