quality6	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	1903.4136	2229.374	440.8602	0	1703.4603
2	6540.7065	5341.4316	9968.2393	6868.5308	7372.6367
3	4638.4312	8468.2354	8507.2188	11544.725	9466.9385
4	6398.4243	6184.3843	6448.1758	5810.8467	6149.0625
All	5330.0522	6122.6504	8278.2637	8451.1826	7625.8862
