quality4	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	13551.898	13791.531	13563.613	16951.549	14518.47
2	10242.085	10735.481	8005.9575	10277.91	9686.499
3	8349.9668	7505.606	9397.3311	7899.4736	8361.209
4	7212.6382	9213.334	7288.0674	6825.0454	7432.2217
All	9987.9229	10412.69	9132.4824	9139.9033	9466.6963
