quality6	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	5000	0	0	0	2475.2981
2	8994.8535	17309.932	16405.783	9948.8545	14514.172
3	23699.104	11933.609	16164.023	8184.6611	13253.882
4	16500	26500	13095.145	37944.492	26976.006
All	13584.671	15310.427	15385.276	21446.088	17089.277
