quality1	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	3187.231	4121.3599	3965.0049	3054.2183	3700.5916
2	9752.3672	12687.049	14069.343	14484.499	13420.598
3	12042.354	10969.287	14599.028	16495.438	15044.459
4	19888.926	20878.109	18929.998	25217.393	23728.871
All	5749.5015	8856.7451	12069.675	18377.557	13468.873
