quality5	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	9.0403109	10.237348	11.107797	10.025006	10.248832
2	8.9581423	9.3934603	9.8102026	9.8896208	9.6225777
3	9.8873806	9.0374126	8.8816061	8.8672094	8.9584818
4	6.9636483	7.5072184	8.4219332	9.8418427	9.0988369
All	8.9685144	9.2402992	9.5773935	9.504715	9.4194403
