quality2	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	1438.9456	2071.4165	2231.4717	2613.5916	2112.5771
2	4043.3721	5497.3921	10659.816	11681.927	9017.4004
3	5581.6055	7094.8164	9844.3193	12364.732	10083.301
4	9575.1484	10969.882	13881.543	24787.846	18242.004
All	4163.9185	5730.9282	9066.9697	14624.851	9873.2939
