quality5	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	0	0	15521.108	0	5167.1436
2	14599.991	23816.551	16088.066	5951.5845	13218.17
3	24125.248	13640.384	12847.887	7837.2578	12269.269
4	19577.088	13747.713	22811.768	9187.5723	16535.795
All	19344.105	16332.842	16998.836	7118.5742	13513.875
