quality4	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	1546.0638	1345.4858	1649.1671	1486.6163	1515.2015
2	1123.189	1178.7067	1224.3651	994.0448	1132.0618
3	1116.1185	1065.1027	869.29944	1035.7515	989.75598
4	1148.7261	964.93311	1060.4766	862.08112	916.53644
All	1336.5176	1173.626	1151.5353	982.85291	1092.1886
