quality4	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	0	2163.7332	717.8988	715.55359	1376.8313
2	289.45175	1208.4213	4708.314	7833.3169	4353.0142
3	994.63269	1204.9049	3426.9316	14411.2	9147.5967
4	8051.2886	7659.5156	6774.2007	19010.602	13498.374
All	1356.197	3906.6968	4740.5103	14305.896	8732.3213
