quality2	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	.17784572	.23438665	.23720017	.12327749	.19668224
2	.59068835	.51667637	.63763177	.53363115	.56188542
3	.71836412	.70265329	.57657933	.37451518	.5192166
4	.56271201	.64776188	.64374059	.27546886	.46721038
All	.47869158	.50412911	.53695536	.3399913	.44596937
