quality3	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	3091.135	3353.9421	2239.6978	2383.5867	2706.4888
2	11477.908	8734.9609	14329.953	13106.653	12376.911
3	16652.193	14599.854	15228.682	18669.381	16729.375
4	18448.158	19376.221	19648.408	28252.908	23525.143
All	12051.751	12291.114	14095.333	19065.492	15564.813
