quality5	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	16488.576	19767.15	15730.862	21059.785	18704.303
2	13438.484	13813.783	9494.2148	13841.268	12679.356
3	11622.739	8834.8848	11670.355	9119.376	10085.424
4	5086.0894	10296.851	10485.178	13819.833	10991.805
All	12089.898	13003.488	11376.502	13174.305	12504.035
