quality6	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	726.82227	2229.374	440.8602	0	1345.3265
2	4543.478	4242.2368	7415.9346	4757.6709	5424.1836
3	2800.9636	5511.0576	6790.6025	7629.5957	6637.2168
4	3999.0154	2559.4124	5067.9331	4968.8037	4490.2329
All	3445.856	4076.0227	6400.3774	5959.4512	5491.79
