quality1	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	1587.8342	2028.1317	2829.7144	3339.1492	2523.1052
2	6735.0454	4471.0244	9389.5547	12709.175	9152.8105
3	6774.5942	6246.5439	8825.4531	10251.503	8819.9277
4	7546.8027	8357.6514	13977.887	21450.969	15864.047
All	4690.8906	4624.417	8455.4229	12574.258	8732.2178
