quality3	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	860.32715	1016.7831	490.64197	2172.9802	1056.168
2	6296.937	6366.1401	11485.984	5997.939	8146.27
3	5867.5332	8010.5952	8487.041	7568.7119	7819.6851
4	7986.4722	8751.8818	9357.3252	7778.105	8139.2598
All	4671.6104	6056.8184	8587.1953	7247.98	7317.9292
