quality2	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	1347.3423	1424.2196	1402.7555	1343.2693	1381.5546
2	1136.1649	984.0304	846.8418	1029.4801	980.02167
3	1034.8375	973.9361	883.08636	841.6073	896.82025
4	880.23199	1023.4693	874.16827	641.84271	789.59735
All	1191.1312	1171.329	1040.7521	939.0639	1053.174
