quality3	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	1306.0085	1410.1254	409.92786	321.25702	819.6134
2	5117.3125	2892.8696	3472.605	2361.3152	3039.8984
3	8524.7197	6552.1626	5703.1089	4797.9834	5734.4414
4	11740.976	8746.2734	7422.998	6695.4834	7636.4629
All	6339.6709	5240.9136	4877.0278	4460.0874	4931.084
