quality5	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	2264.4553	2072.3479	2053.0542	1040.1677	1931.8859
2	7299.103	9355.2344	10546.19	7828.0361	9116.2012
3	14151.058	9729.4141	10673.25	11281.732	11000.11
4	3833.7026	8787.9873	10513.687	9776.3096	9646.5547
All	7664.0723	8418.375	9682.6885	9634.9033	9291.2803
