quality2	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	2196.1887	1274.0791	723.10516	473.06705	1128.6016
2	5594.9551	3746.1445	6137.0356	2567.8127	4214.5049
3	5392.8403	6449.915	5223.2686	4874.5308	5290.2183
4	14696.669	9208.3398	8316.2529	6022.353	7891.8081
All	5568.3428	4542.4263	5108.5454	4095.1768	4669.2065
