quality2	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	356.34665	412.69641	407.5314	263.28271	374.35672
2	1748.198	2988.4958	3418.8716	2186.4209	2780.3938
3	2346.4919	2493.4006	2928.1609	3057.1326	2924.7966
4	1139.3398	2929.1028	3538.3213	2427.0098	2666.9639
All	891.60815	1761.9187	2444.5425	2400.4336	2164.4294
