quality6	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	4275.8237	0	0	0	466.32803
2	2750.2439	6093.6377	823.66797	1571.0479	2185.2656
3	7164.8608	3910.4456	2250.4309	2431.7419	3255.6765
4	1513.0763	1419.073	2258.3174	1321.4116	1698.301
All	4054.4148	3439.8914	1712.8771	1744.6166	2373.0327
