quality2	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	7.4009275	8.0005245	7.6347046	7.6560712	7.7027154
2	7.6753588	7.3265529	7.150176	6.8945951	7.1825595
3	6.3582468	6.9654245	7.2407737	7.2400088	7.1634822
4	7.4324956	7.1015301	7.5894904	7.2550383	7.313921
All	7.3497972	7.6114511	7.3945007	7.2529154	7.3831053
