quality6	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	0	1	3	1	5
2	10	11	5	11	37
3	1	2	12	12	27
4	1	3	5	6	15
All	12	17	25	30	84
