quality4	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	9	13	16	8	46
2	24	42	53	53	172
3	7	25	64	110	206
4	4	12	35	137	188
All	44	92	168	308	612
