quality4	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	9	13	21	8	51
2	26	49	59	60	194
3	8	27	74	117	226
4	4	14	45	151	214
All	47	103	199	336	685
