quality5	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	4	3	3	4	14
2	17	24	22	29	92
3	9	13	25	37	84
4	4	15	17	19	55
All	34	55	67	89	245
