quality4	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	6	8	8	10	32
2	28	40	46	48	162
3	18	27	59	83	187
4	16	35	47	76	174
All	68	110	160	217	555
