quality5	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	1	7	10	3	21
2	21	28	33	34	116
3	7	16	38	53	114
4	5	7	23	38	73
All	34	58	104	128	324
