quality4	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	5	3	4	5	17
2	20	30	32	28	110
3	13	19	44	59	135
4	14	25	40	57	136
All	52	77	120	149	398
