quality3	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	26	39	43	26	134
2	24	55	61	60	200
3	10	26	75	108	219
4	4	14	43	158	219
All	64	134	222	352	772
