quality5	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	2	6	10	3	21
2	21	21	30	36	108
3	7	14	37	51	109
4	4	8	19	34	65
All	34	49	96	124	303
