quality6	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	0	0	0	1	1
2	3	5	4	4	16
3	1	3	7	5	16
4	2	3	1	2	8
All	6	11	12	12	41
