quality3	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	31	30	31	28	120
2	29	40	56	57	182
3	21	25	56	79	181
4	16	34	48	86	184
All	97	129	191	250	667
