quality5	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	2	6	10	3	21
2	18	18	29	31	96
3	7	14	36	51	108
4	3	8	17	34	62
All	30	46	92	119	287
