quality1	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	129	158	124	79	490
2	40	73	89	77	279
3	15	31	96	125	267
4	4	17	43	167	231
All	188	279	352	448	1267
