quality5	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	1	7	8	3	19
2	21	23	31	30	105
3	7	15	33	49	104
4	5	7	19	35	66
All	34	52	91	117	294
