quality4	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	13	11	9	11	44
2	30	43	50	49	172
3	22	26	57	82	187
4	13	36	46	81	176
All	78	116	162	223	579
