quality3	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	26	39	49	27	141
2	24	56	63	62	205
3	10	27	77	113	227
4	4	14	47	164	229
All	64	136	236	366	802
