quality3	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	22	28	41	21	112
2	24	50	62	61	197
3	9	25	79	114	227
4	5	12	46	164	227
All	60	115	228	360	763
