quality4	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	9	13	17	8	47
2	26	47	54	57	184
3	8	27	68	115	218
4	4	14	39	145	202
All	47	101	178	325	651
