quality3	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	22	28	39	21	110
2	21	47	55	59	182
3	9	24	74	109	216
4	4	11	43	159	217
All	56	110	211	348	725
