quality2	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	47	45	37	34	163
2	33	39	46	49	167
3	17	23	51	71	162
4	14	26	49	73	162
All	111	133	183	227	654
