quality1	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	90	91	83	68	332
2	43	54	55	58	210
3	26	33	62	85	206
4	18	32	54	79	183
All	177	210	254	290	931
