quality6	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	0	1	3	1	5
2	10	12	5	13	40
3	1	3	13	12	29
4	1	3	5	6	15
All	12	19	26	32	89
