quality1	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	62	55	58	46	221
2	24	39	49	50	162
3	18	25	43	64	150
4	11	27	44	54	136
All	115	146	194	214	669
