quality1	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	116	113	100	91	420
2	43	53	61	60	217
3	30	29	64	81	204
4	17	30	49	77	173
All	206	225	274	309	1014
